transaction_id,date_id,category_id,account_id,amount
274,429,3,2,738.94
275,657,4,3,1164.93
276,981,1,2,51.60
277,383,5,2,194.83
278,505,1,2,10.17
279,738,1,1,42.85
280,723,1,2,30.65
281,317,3,1,162.55
282,1119,1,1,48.97
283,105,6,3,225.97
284,521,1,1,50.21
285,603,1,2,7.46
286,288,2,1,213.92
287,392,3,3,897.68
288,1213,3,2,84.86
289,1419,1,3,29.31
290,1302,1,1,15.99
291,388,1,1,29.67
292,1023,1,1,23.00
293,375,1,2,50.90
294,604,4,2,1404.79
295,437,1,3,23.55
296,312,1,3,21.88
297,1222,3,2,280.63
298,1046,2,3,557.06
299,826,1,2,15.91
300,469,3,1,115.69
301,1416,3,2,247.17
302,383,2,3,476.33
303,847,2,3,585.45
304,209,2,3,601.99
305,1254,1,1,16.38
306,1082,1,3,8.91
307,219,2,2,633.71
308,1269,1,3,7.74
309,623,1,1,8.71
310,869,2,2,303.87
311,1428,3,1,127.96
312,486,3,2,290.63
313,1324,1,2,12.69
314,920,3,3,139.65
315,989,1,2,47.98
316,1122,1,1,5.30
317,806,1,2,43.42
318,1017,3,2,176.47
319,931,2,1,613.89
320,501,1,1,26.72
321,332,3,3,132.13
322,1386,3,1,213.50
323,1111,3,1,170.53
324,372,1,3,45.59
325,266,3,3,292.56
326,16,3,1,210.41
327,866,2,2,162.68
328,856,3,3,136.85
329,75,3,1,57.40
330,222,1,2,8.57
331,918,2,1,93.05
332,547,3,2,159.56
333,1046,2,1,215.31
334,208,1,1,12.81
335,118,2,2,506.47
336,407,1,2,30.26
337,1400,3,3,233.83
338,1358,1,2,41.83
339,683,3,1,38.49
340,1109,2,1,152.26
341,22,3,2,215.16
342,396,4,2,1936.52
343,1292,1,1,50.21
344,325,1,2,52.80
345,1130,2,2,611.97
346,168,2,1,627.09
347,1015,2,1,242.77
348,564,1,1,35.05
349,231,1,2,40.80
350,669,1,2,32.20
351,134,1,3,12.53
352,1222,2,1,104.76
353,823,1,3,3.77
354,1115,2,2,495.14
355,187,1,3,12.41
356,38,1,2,23.53
357,331,1,3,40.27
358,100,2,1,368.14
359,1229,1,2,18.77
360,1219,3,2,195.74
361,1083,2,1,141.10
362,1323,1,1,37.11
363,877,1,2,21.37
364,1174,3,3,163.95
365,638,1,2,5.70
366,61,1,2,8.24
367,1154,4,2,408.71
368,880,2,3,310.66
369,635,2,1,332.85
370,1110,2,1,227.15
371,822,2,1,349.32
372,634,1,1,45.33
373,175,2,1,580.66
374,622,3,3,95.75
375,832,1,3,52.64
376,701,1,3,21.48
377,1227,1,2,21.56
378,1429,1,1,9.91
379,947,1,3,22.03
380,1248,1,2,37.98
381,706,3,3,134.19
382,186,1,1,37.30
383,1219,1,3,28.15
384,692,1,2,35.48
385,556,2,2,476.78
386,322,4,3,1821.28
387,80,3,2,145.54
388,266,1,3,41.02
389,996,1,2,16.58
390,1012,1,3,40.35
391,1101,2,1,204.68
392,1447,1,3,17.86
393,1237,1,1,27.49
394,1418,2,1,240.27
395,111,2,2,398.04
396,164,1,2,30.22
397,1127,1,2,21.20
398,1243,1,3,10.92
399,152,1,2,24.83
400,394,3,1,208.39
401,272,4,2,1557.20
402,682,2,1,407.90
403,951,1,2,17.21
404,937,2,3,248.01
405,96,1,1,38.06
406,1200,4,2,637.21
407,518,3,1,189.96
408,734,2,3,638.52
409,1317,1,1,14.34
410,298,3,1,266.38
411,708,4,1,1801.10
412,868,1,3,37.01
413,839,1,1,13.68
414,1045,1,1,53.03
415,999,1,2,46.81
416,69,2,3,498.90
417,88,4,1,829.43
418,1139,1,1,20.72
419,763,1,1,7.57
420,104,1,3,10.63
421,1105,1,2,45.12
422,498,1,3,26.90
423,999,3,1,172.97
424,832,2,3,474.35
425,214,4,3,671.66
426,1152,1,2,14.56
427,1297,1,2,12.05
428,18,1,3,39.67
429,1283,3,3,98.04
430,669,2,2,248.77
431,1291,1,2,54.13
432,1425,1,2,24.47
433,119,1,2,8.15
434,1399,1,3,31.44
435,1228,1,2,53.05
436,968,2,2,221.88
437,1439,1,1,23.20
438,1206,4,1,363.14
439,553,1,1,19.81
440,117,1,1,8.46
441,905,1,3,6.34
442,1146,1,3,48.14
443,304,1,3,7.56
444,277,1,3,31.09
445,906,1,1,53.41
446,743,1,1,9.09
447,1052,2,1,443.13
448,436,1,1,22.68
449,653,1,1,24.31
450,363,1,1,6.07
451,859,2,3,534.75
452,1055,1,3,5.20
453,403,2,2,624.28
454,528,1,2,21.97
455,730,1,1,31.04
456,929,2,2,309.45
457,855,1,2,6.03
458,1185,1,1,48.67
459,598,2,1,581.75
460,1291,2,3,82.80
461,260,2,2,119.14
462,1216,1,1,29.87
463,476,4,2,1793.12
464,89,2,1,248.88
465,971,3,3,316.83
466,1300,1,3,31.73
467,1373,6,1,217.85
468,293,1,3,3.90
469,243,1,1,30.49
470,924,3,2,150.33
471,1352,3,1,122.36
472,1212,3,1,784.55
473,988,6,3,149.92
474,350,1,3,22.86
475,1195,4,2,1524.46
476,413,3,2,477.01
477,97,3,3,29.68
478,1317,1,3,19.79
479,576,1,1,39.88
480,604,1,2,50.29
481,118,1,2,18.54
482,1172,1,1,32.73
483,259,1,2,35.90
484,654,1,3,31.38
485,1085,1,1,37.45
486,1388,1,1,10.36
487,52,3,1,112.03
488,415,2,1,240.71
489,1215,1,1,46.35
490,1317,4,3,828.93
491,199,1,2,34.21
492,17,1,1,50.91
493,1120,3,3,754.95
494,1018,2,3,506.72
495,1248,1,3,13.03
496,1069,1,3,20.27
497,1456,2,1,396.53
498,929,1,3,31.79
499,535,1,3,14.78
500,709,3,1,158.82
501,918,1,2,49.19
502,595,4,3,928.74
503,496,2,1,96.05
504,184,3,2,246.74
505,153,1,1,29.43
506,43,3,2,165.84
507,1020,3,2,99.93
508,81,1,3,49.10
509,1390,2,3,149.25
510,547,1,2,16.27
511,591,1,1,36.50
512,872,1,3,25.26
513,268,1,3,39.33
514,21,3,2,174.62
515,1327,2,1,210.75
516,417,2,3,372.50
517,357,1,2,49.50
518,1014,1,2,43.06
519,625,1,2,32.70
520,460,1,3,7.41
521,1262,3,1,78.14
522,1082,1,1,48.44
523,484,1,3,7.29
524,315,3,3,237.04
525,240,2,3,346.41
526,213,3,1,270.01
527,98,2,1,222.79
528,1170,2,3,134.36
529,31,1,2,40.10
530,1038,2,2,346.84
531,356,1,2,3.80
532,744,1,2,14.22
533,810,3,2,216.16
534,1298,2,1,381.38
535,714,1,3,35.33
536,1084,1,1,51.22
537,933,3,1,423.27
538,458,1,2,28.76
539,1094,5,1,295.75
540,772,1,3,3.81
541,1204,1,3,27.70
542,178,1,1,15.70
543,609,1,3,5.52
544,67,2,1,226.68
545,1059,1,3,23.63
546,884,2,1,469.65
547,789,1,2,13.39
548,1327,1,2,41.29
549,374,1,3,48.76
550,888,1,2,16.02
551,1232,3,1,72.54
552,216,1,2,25.59
553,54,2,1,466.21
554,464,1,1,4.42
555,349,1,2,16.58
556,1124,1,3,33.80
557,659,2,1,412.10
558,265,2,2,632.99
559,325,1,3,30.68
560,1104,1,1,24.23
561,32,2,2,643.86
562,854,2,1,164.51
563,182,1,2,5.47
564,1124,1,2,29.87
565,310,1,2,17.96
566,1419,4,2,1415.38
567,1144,3,1,55.93
568,1110,1,1,43.24
569,48,1,3,46.01
570,1038,1,2,54.14
571,660,1,3,34.12
572,889,3,1,191.03
573,113,4,2,1952.32
574,1141,1,2,21.50
575,1174,1,1,14.44
576,297,3,3,249.37
577,1084,1,1,40.16
578,43,1,2,30.11
579,613,3,2,16.55
580,1142,3,1,579.34
581,536,2,3,269.29
582,845,4,2,1491.53
583,409,1,2,34.21
584,1452,1,1,23.15
585,869,1,3,24.97
586,1109,3,1,164.13
587,196,1,3,32.36
588,987,1,1,43.58
589,799,2,1,290.34
590,551,1,3,45.23
591,27,4,3,2144.86
592,877,1,1,23.66
593,248,1,2,33.21
594,939,1,3,33.50
595,727,1,2,6.98
596,1218,2,1,198.40
597,143,4,2,502.73
598,1214,1,2,11.12
599,1105,1,2,18.08
600,127,3,1,190.21
601,296,3,2,157.87
602,340,2,2,141.01
603,850,5,2,322.99
604,1445,1,1,31.86
605,1127,1,3,35.41
606,510,1,3,24.09
607,826,1,2,49.75
608,236,1,1,21.23
609,847,1,1,19.78
610,388,3,2,274.52
611,1160,3,1,202.81
612,63,2,1,226.65
613,951,1,3,33.89
614,631,1,1,40.02
615,275,1,1,39.00
616,406,1,2,15.55
617,1315,1,2,22.46
618,945,3,1,163.66
619,1114,1,3,48.17
620,1434,3,1,113.33
621,788,1,3,49.62
622,929,3,2,178.85
623,1192,2,2,80.66
624,838,1,1,30.51
625,660,1,1,8.53
626,604,1,2,54.30
627,1211,3,3,29.72
628,642,1,2,17.02
629,877,1,2,41.58
630,1260,1,3,37.79
631,1240,1,2,47.20
632,1131,2,3,148.07
633,177,3,1,192.43
634,1366,3,2,91.75
635,40,1,2,48.22
636,858,1,1,4.85
637,414,1,1,10.04
638,1009,1,1,11.69
639,426,2,1,284.78
640,91,2,1,274.00
641,645,2,1,558.19
642,896,2,1,240.17
643,211,1,1,47.84
644,568,2,1,206.43
645,46,3,2,275.88
646,203,1,1,12.21
647,1424,1,1,12.66
648,1461,3,2,72.55
649,26,1,3,28.15
650,1427,1,2,47.56
651,356,6,1,69.42
652,654,2,1,573.42
653,1100,1,2,14.07
654,933,3,3,240.85
655,1259,1,3,27.11
656,260,2,1,401.01
657,824,1,3,45.56
658,643,1,3,32.68
659,182,1,2,18.14
660,23,3,2,190.96
661,486,1,2,31.35
662,275,4,3,623.95
663,28,1,1,14.96
664,666,1,1,39.00
665,788,1,3,48.74
666,1406,2,3,169.57
667,469,5,3,175.66
668,1139,1,3,47.40
669,467,1,3,13.72
670,158,1,2,18.06
671,55,1,2,39.91
672,1057,1,1,34.50
673,1351,1,2,19.25
674,252,6,2,192.67
675,1033,1,1,44.49
676,1361,1,1,29.98
677,1460,1,3,12.19
678,899,1,1,51.42
679,727,1,2,31.90
680,549,1,3,31.09
681,113,3,3,170.17
682,6,1,2,25.90
683,362,3,2,65.86
684,953,1,3,28.33
685,831,1,2,39.79
686,399,3,1,152.26
687,1019,3,2,138.60
688,647,1,2,40.31
689,386,1,1,35.03
690,627,3,3,134.95
691,627,1,3,53.49
692,1375,4,3,1530.69
693,1311,1,2,39.52
694,779,1,3,17.42
695,1147,3,2,210.20
696,275,2,1,168.82
697,1398,5,2,257.91
698,1366,3,2,177.31
699,958,6,2,122.51
700,781,1,1,35.58
701,1340,1,3,16.81
702,817,5,2,301.20
703,383,1,3,45.49
704,1201,3,3,287.78
705,1317,1,2,50.86
706,676,1,1,27.90
707,470,3,3,813.05
708,394,1,3,24.17
709,681,3,1,690.13
710,798,1,2,12.50
711,68,1,3,4.75
712,626,1,2,29.15
713,912,1,1,14.03
714,551,1,2,51.93
715,1279,1,1,18.60
716,938,2,3,648.13
717,913,3,1,232.22
718,591,1,1,50.42
719,1280,3,1,182.43
720,1248,1,1,5.19
721,1236,1,2,32.76
722,1264,3,2,238.52
723,1268,1,3,52.83
724,676,1,2,20.41
725,364,3,1,246.76
726,643,1,1,25.47
727,347,6,1,160.96
728,1176,2,1,463.16
729,65,1,3,12.35
730,1454,1,1,27.49
731,1072,1,2,42.96
732,225,1,3,54.88
733,595,2,1,356.38
734,797,3,3,1092.38
735,1429,3,1,183.87
736,369,3,3,85.44
737,883,1,3,39.43
738,384,1,2,48.47
739,259,1,2,11.84
740,832,2,3,391.88
741,1402,1,2,5.06
742,11,1,3,7.70
743,840,1,1,5.16
744,1420,1,1,36.59
745,467,4,1,1696.36
746,134,1,3,13.77
747,1447,1,1,48.85
748,283,2,3,388.14
749,206,1,3,26.21
750,655,2,3,196.20
751,1012,1,1,30.73
752,206,2,1,214.64
753,202,3,3,138.56
754,547,1,1,20.84
755,1040,1,1,48.03
756,516,1,2,24.19
757,946,4,2,1813.61
758,1280,5,1,374.50
759,593,3,1,109.10
760,666,3,2,68.91
761,1074,3,3,200.95
762,1024,2,3,429.58
763,766,3,1,31.02
764,1216,1,1,18.22
765,1095,3,1,19.50
766,1372,3,1,104.75
767,124,1,3,28.52
768,1387,2,1,131.34
769,1422,1,1,23.29
770,176,2,2,421.09
771,463,1,3,53.13
772,163,1,2,26.05
773,105,3,1,65.51
774,218,1,1,28.25
775,1121,1,2,29.80
776,202,3,3,108.76
777,807,1,2,14.50
778,1111,2,3,211.48
779,1374,1,2,24.32
780,1223,3,3,278.23
781,438,3,1,185.05
782,467,2,2,436.35
783,1430,2,1,522.53
784,708,1,1,30.74
785,1438,1,3,27.10
786,771,1,3,9.27
787,752,1,3,47.56
788,633,1,1,16.58
789,1369,1,3,41.92
790,8,1,3,7.27
791,1114,1,2,28.78
792,305,2,2,137.14
793,240,3,1,80.91
794,315,1,3,16.50
795,945,1,2,37.25
796,158,2,1,256.08
797,953,1,2,44.03
798,632,2,3,496.99
799,1414,1,3,15.56
800,634,4,3,1213.55
801,749,6,3,171.29
802,1150,1,2,11.29
803,1168,2,2,303.46
804,754,1,2,24.04
805,1305,3,2,153.13
806,1161,1,2,36.62
807,877,1,1,36.29
808,746,1,2,13.40
809,893,1,1,7.58
810,588,1,1,54.61
811,1258,1,1,32.96
812,1367,1,3,54.67
813,870,2,1,567.03
814,444,3,2,136.70
815,1022,2,2,217.25
816,386,2,1,565.94
817,1300,1,3,20.34
818,1032,1,3,10.50
819,1346,1,1,26.88
820,614,1,1,54.17
821,736,1,3,3.98
822,802,1,3,43.94
823,627,1,2,19.17
824,1183,6,1,89.91
825,621,1,2,4.86
826,1408,1,1,33.87
827,1081,1,1,16.56
828,893,2,3,634.82
829,1081,1,3,46.91
830,1211,1,2,45.43
831,920,2,1,627.63
832,686,3,3,257.92
833,878,1,2,28.41
834,742,3,3,105.68
835,1151,1,3,51.86
836,1160,1,1,52.79
837,1282,3,3,126.92
838,526,1,2,36.41
839,1261,3,1,41.26
840,70,1,1,8.82
841,1457,3,1,27.51
842,806,3,1,249.12
843,654,3,2,258.94
844,442,1,1,36.26
845,263,3,2,163.37
846,974,4,2,1598.57
847,32,1,2,30.78
848,382,1,2,41.65
849,1012,3,2,746.11
850,220,1,3,40.27
851,56,3,1,46.68
852,849,1,1,8.96
853,1025,1,1,22.83
854,718,3,1,66.36
855,1154,1,3,51.81
856,1143,2,2,185.25
857,691,2,1,363.63
858,210,1,1,7.73
859,509,3,2,282.45
860,1077,6,3,73.49
861,7,1,1,42.89
862,931,2,1,217.74
863,18,1,3,50.69
864,559,4,2,1294.13
865,1259,6,3,36.18
866,1007,1,2,29.23
867,758,3,3,115.81
868,1274,4,3,491.45
869,839,1,2,18.88
870,638,1,3,36.56
871,873,3,1,223.90
872,1119,1,3,45.83
873,1349,2,1,377.34
874,1316,1,2,6.00
875,813,1,2,33.65
876,1143,1,1,43.16
877,269,3,3,181.17
878,957,1,3,52.86
879,260,2,2,626.17
880,1432,1,2,30.82
881,1397,3,2,233.38
882,1111,1,3,47.26
883,263,1,1,23.98
884,412,1,1,51.63
885,649,3,3,208.75
886,67,4,2,469.19
887,391,3,3,44.72
888,252,1,1,14.32
889,939,4,1,1306.91
890,455,3,2,184.11
891,506,1,3,16.20
892,617,3,2,43.43
893,1331,2,2,123.64
894,1387,3,1,262.97
895,1370,1,1,45.90
896,537,1,2,3.17
897,313,1,3,41.23
898,355,1,3,50.40
899,553,1,3,42.14
900,1022,3,3,237.87
901,47,1,2,8.70
902,572,3,1,210.49
903,711,3,1,17.99
904,1136,1,3,53.29
905,1241,1,3,27.63
906,1380,3,2,18.60
907,1178,1,3,27.16
908,2,1,2,43.10
909,1419,1,1,24.81
910,516,2,3,238.48
911,1316,3,1,831.03
912,969,3,1,207.39
913,1124,1,1,30.67
914,243,3,3,275.67
915,1193,1,2,22.13
916,1146,3,1,250.93
917,1153,1,3,43.53
918,764,2,3,495.01
919,255,4,1,1036.31
920,839,1,2,16.20
921,232,1,3,5.49
922,138,2,1,568.59
923,231,1,2,45.05
924,1101,1,1,7.75
925,149,1,1,46.13
926,1095,1,1,23.62
927,326,4,1,1216.74
928,137,1,2,17.26
929,591,1,1,16.43
930,1346,1,3,46.33
931,493,1,3,36.07
932,894,3,2,209.14
933,1197,1,1,25.95
934,824,3,3,182.63
935,1072,1,2,51.23
936,458,1,1,22.10
937,403,1,1,7.29
938,692,1,2,46.91
939,1072,1,1,6.77
940,1051,1,2,53.03
941,107,2,3,528.46
942,1302,1,2,18.57
943,852,1,2,48.20
944,1165,1,3,54.12
945,378,1,2,41.60
946,132,1,2,30.93
947,130,1,1,34.03
948,1366,4,3,1627.46
949,515,3,1,1136.64
950,402,1,3,53.74
951,821,1,1,4.55
952,312,1,1,26.95
953,418,3,1,68.03
954,179,2,3,171.57
955,1434,3,2,163.50
956,803,2,3,479.93
957,970,1,2,42.08
958,468,1,3,21.04
959,289,3,1,177.29
960,53,2,3,528.67
961,1048,1,3,13.90
962,414,1,2,4.70
963,563,4,1,1952.94
964,862,5,2,217.08
965,1162,2,2,433.98
966,622,1,2,45.65
967,1268,3,3,160.16
968,777,1,2,10.77
969,338,1,3,26.95
970,183,3,1,69.46
971,220,2,1,402.76
972,213,1,3,53.03
973,727,1,1,39.17
974,1266,3,3,131.41
975,192,3,1,283.17
976,938,1,3,35.59
977,197,1,3,10.43
978,976,1,2,3.15
979,994,1,3,15.85
980,782,3,3,179.11
981,379,1,3,15.48
982,35,1,1,4.54
983,1369,2,2,525.40
984,1361,1,2,3.94
985,671,1,2,12.70
986,800,3,1,98.82
987,876,1,3,50.73
988,707,1,1,26.87
989,1282,1,1,21.18
990,139,1,3,34.99
991,920,5,2,362.66
992,395,1,2,6.18
993,1202,5,1,239.25
994,1085,3,1,223.95
995,632,1,3,32.34
996,353,3,2,151.20
997,787,2,3,263.60
998,725,1,3,13.72
999,121,1,1,44.78
1000,162,4,3,915.15
1001,84,1,3,28.56
1002,511,1,2,32.54
1003,687,2,3,110.83
1004,882,1,2,27.78
1005,52,1,3,44.87
1006,613,1,1,11.19
1007,686,1,1,38.74
1008,1042,3,3,255.77
1009,1302,1,2,33.99
1010,462,1,2,26.64
1011,1262,1,2,25.43
1012,1324,1,1,50.03
1013,211,1,1,40.61
1014,1244,1,2,16.66
1015,689,1,3,14.88
1016,610,1,3,10.27
1017,1339,1,1,51.05
1018,1198,2,3,397.30
1019,149,1,3,43.23
1020,851,5,3,246.14
1021,899,4,1,1094.33
1022,1433,2,2,109.54
1023,500,1,2,12.21
1024,312,1,3,40.50
1025,297,5,2,237.67
1026,369,1,3,49.24
1027,734,1,1,6.13
1028,255,1,3,44.40
1029,165,3,2,247.45
1030,905,1,2,13.81
1031,363,4,3,1578.01
1032,30,1,1,36.48
1033,889,1,2,3.58
1034,702,2,3,394.91
1035,1263,1,1,36.87
1036,1082,1,3,26.35
1037,1119,3,1,238.04
1038,181,1,1,19.77
1039,1246,1,2,27.53
1040,793,3,3,132.67
1041,663,1,1,48.71
1042,787,1,2,31.44
1043,641,3,3,19.98
1044,514,3,2,223.72
1045,123,2,2,121.79
1046,1263,3,3,298.71
1047,1295,3,3,154.97
1048,1205,1,3,16.75
1049,287,1,1,35.12
1050,1385,1,3,21.94
1051,552,3,3,91.52
1052,681,1,1,9.45
1053,1048,1,2,30.53
1054,1112,1,3,28.32
1055,109,3,2,225.88
1056,1441,3,2,62.25
1057,1017,1,3,35.31
1058,1250,3,1,140.53
1059,990,1,3,26.14
1060,1054,1,2,35.48
1061,428,3,3,58.22
1062,75,1,3,42.24
1063,501,2,2,124.76
1064,760,1,1,18.52
1065,15,1,2,43.89
1066,1302,3,2,19.59
1067,1011,1,2,19.20
1068,863,1,2,17.90
1069,889,1,3,3.75
1070,440,1,2,18.93
1071,905,3,1,230.29
1072,800,1,2,49.41
1073,359,1,2,9.86
1074,1109,2,2,378.23
1075,502,2,1,104.94
1076,714,3,2,95.08
1077,499,1,1,28.56
1078,605,1,1,51.55
1079,231,3,3,86.99
1080,259,1,2,49.56
1081,317,3,2,971.70
1082,1074,3,3,901.56
1083,100,1,2,43.66
1084,407,2,2,567.40
1085,11,3,1,207.07
1086,265,1,1,38.61
1087,119,1,2,23.34
1088,456,1,2,15.72
1089,714,1,3,28.93
1090,249,1,2,11.49
1091,1423,3,2,120.76
1092,897,1,2,18.22
1093,1404,1,2,30.77
1094,1267,4,1,1315.31
1095,781,2,3,121.10
1096,545,1,2,29.25
1097,272,1,3,52.04
1098,201,2,1,259.62
1099,395,2,1,586.93
1100,770,1,1,13.16
1101,1319,1,2,22.09
1102,1091,1,1,52.18
1103,1155,1,1,24.62
1104,649,1,3,33.15
1105,388,1,3,9.26
1106,507,2,3,573.60
1107,1162,1,2,53.99
1108,1377,1,2,3.39
1109,168,2,1,453.24
1110,1070,1,2,17.25
1111,830,2,3,231.41
1112,166,1,3,36.55
1113,1026,3,1,291.02
1114,247,1,1,13.72
1115,336,3,3,258.81
1116,1075,3,2,110.46
1117,442,1,1,52.27
1118,1139,3,2,226.25
